	S0	S1	S2	S3	label
1968	1	0.15	0.13	0.72	0.7
1969	1	0.28	0.19	0.53	0.44
1970	1	0.06	0.01	0.93	0.88
1971	1	0.69	0.18	0.13	-0.38
1972	1	0.51	0.28	0.21	-0.02
1973	1	0.54	0.5	-0.04	-0.08
1974	1	0.51	0.31	0.18	-0.02
1975	1	0.14	0.02	0.84	0.72
1976	1	0.93	0.82	-0.75	-0.86
1977	1	0.33	0.05	0.62	0.34
1978	1	0.18	0.11	0.71	0.64
1979	1	0.77	0.54	-0.31	-0.54
1980	1	0.38	0.01	0.61	0.24
1981	1	0.33	0.2	0.47	0.34
1982	1	0.64	0.48	-0.12	-0.28
1983	1	0.8	0.38	-0.18	-0.6
1984	1	0.98	0.9	-0.88	-0.96
1985	1	0.87	0.8	-0.67	-0.74
1986	1	0.37	0.28	0.35	0.26
1987	1	0.68	0.56	-0.24	-0.36
1988	1	0.63	0.23	0.14	-0.26
1989	1	0.21	0.18	0.61	0.58
1990	1	0.41	0.19	0.4	0.18
1991	1	0.44	0.34	0.22	0.12
1992	1	0.48	0.41	0.11	0.04
1993	1	0.52	0.04	0.44	-0.04
1994	1	0.86	0.75	-0.61	-0.72
1995	1	0.57	0.23	0.2	-0.14
1996	1	0.7	0.43	-0.13	-0.4
1997	1	0.96	0.42	-0.38	-0.92
1998	1	0.3	0.02	0.68	0.4
1999	1	0.34	0.29	0.37	0.32
2000	1	0.32	0.19	0.49	0.36
2001	1	0.67	0.02	0.31	-0.34
2002	1	0.66	0.47	-0.13	-0.32
2003	1	0.49	0.13	0.38	0.02
2004	1	0.27	0.15	0.58	0.46
2005	1	0.28	0.0	0.72	0.44
2006	1	0.53	0.31	0.16	-0.06
2007	1	0.4	0.24	0.36	0.2
2008	1	0.45	0.21	0.34	0.1
2009	1	0.28	0.08	0.64	0.44
2010	1	0.08	0.08	0.84	0.84
2011	1	0.67	0.49	-0.16	-0.34
2012	1	0.23	0.22	0.55	0.54
2013	1	0.71	0.16	0.13	-0.42
2014	1	0.07	0.01	0.92	0.86
2015	1	0.48	0.24	0.28	0.04
2016	1	0.99	0.0	0.01	-0.98
2017	1	0.85	0.17	-0.02	-0.7
2018	1	0.94	0.24	-0.18	-0.88
2019	1	0.04	0.02	0.94	0.92
2020	1	0.48	0.0	0.52	0.04
2021	1	0.11	0.1	0.79	0.78
2022	1	0.64	0.19	0.17	-0.28
2023	1	0.06	0.03	0.91	0.88
2024	1	0.82	0.1	0.08	-0.64
2025	1	0.71	0.37	-0.08	-0.42
2026	1	0.13	0.11	0.76	0.74
2027	1	0.42	0.08	0.5	0.16
2028	1	0.14	0.11	0.75	0.72
2029	1	0.38	0.15	0.47	0.24
2030	1	0.78	0.46	-0.24	-0.56
2031	1	0.82	0.61	-0.43	-0.64
2032	1	0.6	0.18	0.22	-0.2
2033	1	0.29	0.24	0.47	0.42
2034	1	0.18	0.07	0.75	0.64
2035	1	0.56	0.2	0.24	-0.12
2036	1	0.08	0.07	0.85	0.84
2037	1	0.92	0.84	-0.76	-0.84
2038	1	0.12	0.02	0.86	0.76
2039	1	0.96	0.43	-0.39	-0.92
2040	1	0.2	0.1	0.7	0.6
2041	1	0.84	0.67	-0.51	-0.68
2042	1	0.57	0.33	0.1	-0.14
2043	1	0.64	0.47	-0.11	-0.28
2044	1	0.68	0.37	-0.05	-0.36
2045	1	0.13	0.06	0.81	0.74
2046	1	0.15	0.09	0.76	0.7
2047	1	0.22	0.0	0.78	0.56
2048	1	0.47	0.15	0.38	0.06
2049	1	0.84	0.21	-0.05	-0.68
2050	1	0.02	0.0	0.98	0.96
2051	1	0.72	0.0	0.28	-0.44
2052	1	0.9	0.57	-0.47	-0.8
2053	1	0.68	0.27	0.05	-0.36
2054	1	0.94	0.8	-0.74	-0.88
2055	1	0.47	0.21	0.32	0.06
2056	1	0.82	0.2	-0.02	-0.64
2057	1	0.93	0.57	-0.5	-0.86
2058	1	0.18	0.13	0.69	0.64
2059	1	0.43	0.03	0.54	0.14
2060	1	0.53	0.23	0.24	-0.06
2061	1	1.0	0.99	-0.99	-1.0
2062	1	0.64	0.64	-0.28	-0.28
2063	1	0.37	0.03	0.6	0.26
2064	1	0.24	0.02	0.74	0.52
2065	1	0.1	0.05	0.85	0.8
2066	1	0.15	0.0	0.85	0.7
2067	1	0.84	0.68	-0.52	-0.68
2068	1	0.35	0.2	0.45	0.3
2069	1	0.55	0.3	0.15	-0.1
2070	1	0.54	0.06	0.4	-0.08
2071	1	0.94	0.55	-0.49	-0.88
2072	1	0.21	0.04	0.75	0.58
2073	1	0.63	0.5	-0.13	-0.26
2074	1	0.19	0.18	0.63	0.62
2075	1	0.29	0.19	0.52	0.42
2076	1	0.58	0.17	0.25	-0.16
2077	1	0.16	0.0	0.84	0.68
2078	1	0.42	0.29	0.29	0.16
2079	1	0.95	0.95	-0.9	-0.9
2080	1	0.05	0.03	0.92	0.9
2081	1	0.3	0.27	0.43	0.4
2082	1	0.83	0.36	-0.19	-0.66
2083	1	0.36	0.28	0.36	0.28
2084	1	0.62	0.26	0.12	-0.24
2085	1	0.64	0.38	-0.02	-0.28
2086	1	0.55	0.35	0.1	-0.1
2087	1	0.53	0.17	0.3	-0.06
2088	1	0.54	0.11	0.35	-0.08
2089	1	0.6	0.49	-0.09	-0.2
2090	1	0.18	0.0	0.82	0.64
2091	1	0.33	0.18	0.49	0.34
2092	1	0.28	0.21	0.51	0.44
2093	1	0.45	0.31	0.24	0.1
2094	1	0.34	0.04	0.62	0.32
2095	1	0.04	0.01	0.95	0.92
2096	1	0.33	0.01	0.66	0.34
2097	1	0.42	0.09	0.49	0.16
2098	1	0.89	0.53	-0.42	-0.78
2099	1	0.91	0.76	-0.67	-0.82
2100	1	0.38	0.31	0.31	0.24
2101	1	0.49	0.42	0.09	0.02
2102	1	0.32	0.01	0.67	0.36
2103	1	0.21	0.21	0.58	0.58
2104	1	0.62	0.5	-0.12	-0.24
2105	1	0.39	0.36	0.25	0.22
2106	1	0.13	0.05	0.82	0.74
2107	1	0.03	0.01	0.96	0.94
2108	1	0.31	0.11	0.58	0.38
2109	1	0.48	0.09	0.43	0.04
2110	1	0.89	0.04	0.07	-0.78
2111	1	0.77	0.73	-0.5	-0.54
2112	1	0.61	0.27	0.12	-0.22
2113	1	0.73	0.51	-0.24	-0.46
2114	1	0.8	0.17	0.03	-0.6
2115	1	0.44	0.05	0.51	0.12
2116	1	0.41	0.27	0.32	0.18
2117	1	0.66	0.51	-0.17	-0.32
2118	1	0.32	0.19	0.49	0.36
2119	1	0.68	0.39	-0.07	-0.36
2120	1	0.19	0.0	0.81	0.62
2121	1	0.52	0.24	0.24	-0.04
2122	1	0.5	0.07	0.43	0.0
2123	1	0.69	0.07	0.24	-0.38
2124	1	0.83	0.07	0.1	-0.66
2125	1	0.98	0.53	-0.51	-0.96
2126	1	0.07	0.01	0.92	0.86
2127	1	0.49	0.08	0.43	0.02
2128	1	0.75	0.28	-0.03	-0.5
2129	1	0.28	0.0	0.72	0.44
2130	1	0.57	0.07	0.36	-0.14
2131	1	0.46	0.26	0.28	0.08
2132	1	0.9	0.14	-0.04	-0.8
2133	1	0.76	0.25	-0.01	-0.52
2134	1	0.22	0.21	0.57	0.56
2135	1	0.52	0.07	0.41	-0.04
2136	1	0.88	0.15	-0.03	-0.76
2137	1	0.61	0.37	0.02	-0.22
2138	1	0.49	0.27	0.24	0.02
2139	1	0.89	0.15	-0.04	-0.78
2140	1	0.3	0.08	0.62	0.4
2141	1	0.16	0.02	0.82	0.68
2142	1	0.97	0.06	-0.03	-0.94
2143	1	0.38	0.11	0.51	0.24
2144	1	0.27	0.14	0.59	0.46
2145	1	0.96	0.39	-0.35	-0.92
2146	1	0.41	0.28	0.31	0.18
2147	1	0.54	0.1	0.36	-0.08
2148	1	0.71	0.7	-0.41	-0.42
2149	1	0.22	0.11	0.67	0.56
2150	1	0.59	0.52	-0.11	-0.18
2151	1	0.07	0.01	0.92	0.86
2152	1	0.52	0.16	0.32	-0.04
2153	1	0.56	0.17	0.27	-0.12
2154	1	0.91	0.85	-0.76	-0.82
2155	1	0.41	0.29	0.3	0.18
2156	1	0.93	0.09	-0.02	-0.86
2157	1	0.51	0.31	0.18	-0.02
2158	1	0.26	0.26	0.48	0.48
2159	1	0.13	0.08	0.79	0.74
2160	1	0.65	0.21	0.14	-0.3
2161	1	0.78	0.73	-0.51	-0.56
2162	1	0.26	0.02	0.72	0.48
2163	1	0.84	0.7	-0.54	-0.68
2164	1	0.44	0.37	0.19	0.12
2165	1	0.86	0.78	-0.64	-0.72
2166	1	0.5	0.2	0.3	0.0
2167	1	0.56	0.16	0.28	-0.12
2168	1	0.37	0.11	0.52	0.26
2169	1	0.14	0.0	0.86	0.72
2170	1	0.99	0.14	-0.13	-0.98
2171	1	0.24	0.21	0.55	0.52
2172	1	0.73	0.07	0.2	-0.46
2173	1	0.17	0.01	0.82	0.66
2174	1	0.71	0.22	0.07	-0.42
2175	1	0.98	0.46	-0.44	-0.96
2176	1	0.35	0.29	0.36	0.3
2177	1	0.75	0.68	-0.43	-0.5
2178	1	0.12	0.1	0.78	0.76
2179	1	0.59	0.41	0.0	-0.18
2180	1	0.15	0.06	0.79	0.7
2181	1	0.17	0.08	0.75	0.66
2182	1	0.59	0.46	-0.05	-0.18
2183	1	0.32	0.23	0.45	0.36
2184	1	0.52	0.13	0.35	-0.04
2185	1	0.31	0.23	0.46	0.38
2186	1	0.23	0.13	0.64	0.54
2187	1	0.54	0.52	-0.06	-0.08
2188	1	0.13	0.09	0.78	0.74
2189	1	0.09	0.05	0.86	0.82
2190	1	0.95	0.18	-0.13	-0.9
2191	1	0.17	0.08	0.75	0.66
2192	1	0.93	0.32	-0.25	-0.86
2193	1	0.66	0.44	-0.1	-0.32
2194	1	0.62	0.15	0.23	-0.24
2195	1	0.8	0.67	-0.47	-0.6
2196	1	0.73	0.43	-0.16	-0.46
2197	1	0.23	0.0	0.77	0.54
2198	1	0.01	0.0	0.99	0.98
2199	1	0.36	0.0	0.64	0.28
2200	1	0.29	0.22	0.49	0.42
2201	1	0.85	0.71	-0.56	-0.7
2202	1	0.46	0.18	0.36	0.08
2203	1	0.34	0.32	0.34	0.32
2204	1	0.7	0.33	-0.03	-0.4
2205	1	0.44	0.24	0.32	0.12
2206	1	0.21	0.17	0.62	0.58
2207	1	0.79	0.48	-0.27	-0.58
2208	1	0.44	0.09	0.47	0.12
2209	1	0.3	0.19	0.51	0.4
2210	1	0.65	0.51	-0.16	-0.3
2211	1	0.98	0.68	-0.66	-0.96
2212	1	0.47	0.14	0.39	0.06
2213	1	0.93	0.04	0.03	-0.86
2214	1	0.54	0.01	0.45	-0.08
2215	1	0.63	0.14	0.23	-0.26
2216	1	0.77	0.43	-0.2	-0.54
2217	1	0.24	0.1	0.66	0.52
2218	1	0.09	0.05	0.86	0.82
2219	1	0.3	0.01	0.69	0.4
2220	1	0.17	0.11	0.72	0.66
2221	1	0.71	0.38	-0.09	-0.42
2222	1	0.35	0.18	0.47	0.3
2223	1	0.33	0.14	0.53	0.34
2224	1	0.7	0.22	0.08	-0.4
2225	1	0.5	0.24	0.26	0.0
2226	1	0.12	0.04	0.84	0.76
2227	1	0.51	0.01	0.48	-0.02
2228	1	0.71	0.14	0.15	-0.42
2229	1	0.91	0.82	-0.73	-0.82
2230	1	0.92	0.19	-0.11	-0.84
2231	1	0.02	0.0	0.98	0.96
2232	1	0.09	0.03	0.88	0.82
2233	1	0.6	0.41	-0.01	-0.2
2234	1	0.28	0.02	0.7	0.44
2235	1	0.04	0.02	0.94	0.92
2236	1	0.31	0.07	0.62	0.38
2237	1	0.03	0.01	0.96	0.94
2238	1	0.92	0.41	-0.33	-0.84
2239	1	0.41	0.1	0.49	0.18
2240	1	0.53	0.42	0.05	-0.06
2241	1	0.54	0.4	0.06	-0.08
2242	1	0.57	0.19	0.24	-0.14
2243	1	0.46	0.19	0.35	0.08
2244	1	0.78	0.54	-0.32	-0.56
2245	1	0.75	0.37	-0.12	-0.5
2246	1	0.55	0.49	-0.04	-0.1
2247	1	0.51	0.13	0.36	-0.02
2248	1	0.77	0.44	-0.21	-0.54
2249	1	0.53	0.44	0.03	-0.06
2250	1	0.23	0.19	0.58	0.54
2251	1	0.45	0.11	0.44	0.1
2252	1	0.66	0.14	0.2	-0.32
2253	1	0.67	0.54	-0.21	-0.34
2254	1	0.6	0.21	0.19	-0.2
2255	1	0.62	0.25	0.13	-0.24
2256	1	0.31	0.1	0.59	0.38
2257	1	0.23	0.09	0.68	0.54
2258	1	0.04	0.04	0.92	0.92
2259	1	0.85	0.06	0.09	-0.7
2260	1	0.37	0.29	0.34	0.26
2261	1	0.33	0.24	0.43	0.34
2262	1	0.79	0.45	-0.24	-0.58
2263	1	0.67	0.55	-0.22	-0.34
2264	1	0.85	0.75	-0.6	-0.7
2265	1	0.92	0.77	-0.69	-0.84
2266	1	0.21	0.08	0.71	0.58
2267	1	0.13	0.11	0.76	0.74
2268	1	0.56	0.26	0.18	-0.12
2269	1	0.3	0.22	0.48	0.4
2270	1	0.88	0.47	-0.35	-0.76
2271	1	0.39	0.25	0.36	0.22
2272	1	0.35	0.3	0.35	0.3
2273	1	0.46	0.13	0.41	0.08
2274	1	0.55	0.09	0.36	-0.1
2275	1	0.09	0.03	0.88	0.82
2276	1	0.69	0.08	0.23	-0.38
2277	1	0.13	0.03	0.84	0.74
2278	1	0.16	0.1	0.74	0.68
2279	1	0.47	0.32	0.21	0.06
2280	1	0.6	0.01	0.39	-0.2
2281	1	0.24	0.07	0.69	0.52
2282	1	0.24	0.06	0.7	0.52
2283	1	0.32	0.13	0.55	0.36
2284	1	0.03	0.02	0.95	0.94
2285	1	0.25	0.21	0.54	0.5
2286	1	0.67	0.6	-0.27	-0.34
2287	1	0.8	0.24	-0.04	-0.6
2288	1	0.49	0.1	0.41	0.02
2289	1	0.6	0.43	-0.03	-0.2
2290	1	0.52	0.1	0.38	-0.04
2291	1	0.75	0.58	-0.33	-0.5
2292	1	0.64	0.46	-0.1	-0.28
2293	1	0.88	0.37	-0.25	-0.76
2294	1	0.83	0.49	-0.32	-0.66
2295	1	0.72	0.32	-0.04	-0.44
2296	1	0.42	0.37	0.21	0.16
2297	1	0.25	0.2	0.55	0.5
2298	1	0.55	0.37	0.08	-0.1
2299	1	0.99	0.62	-0.61	-0.98
2300	1	0.76	0.48	-0.24	-0.52
2301	1	0.12	0.11	0.77	0.76
2302	1	0.85	0.64	-0.49	-0.7
2303	1	0.24	0.09	0.67	0.52
2304	1	0.67	0.63	-0.3	-0.34
2305	1	0.68	0.55	-0.23	-0.36
2306	1	0.07	0.06	0.87	0.86
2307	1	0.63	0.55	-0.18	-0.26
2308	1	0.05	0.02	0.93	0.9
2309	1	0.92	0.58	-0.5	-0.84
2310	1	0.19	0.07	0.74	0.62
2311	1	0.18	0.02	0.8	0.64
2312	1	0.19	0.05	0.76	0.62
2313	1	0.62	0.47	-0.09	-0.24
2314	1	1.0	0.6	-0.6	-1.0
2315	1	0.21	0.15	0.64	0.58
2316	1	0.34	0.31	0.35	0.32
2317	1	0.06	0.05	0.89	0.88
2318	1	0.39	0.15	0.46	0.22
2319	1	0.71	0.05	0.24	-0.42
2320	1	0.94	0.33	-0.27	-0.88
2321	1	0.34	0.31	0.35	0.32
2322	1	0.96	0.02	0.02	-0.92
2323	1	0.91	0.52	-0.43	-0.82
2324	1	0.27	0.2	0.53	0.46
2325	1	0.99	0.4	-0.39	-0.98
2326	1	0.09	0.05	0.86	0.82
2327	1	0.25	0.18	0.57	0.5
2328	1	0.05	0.05	0.9	0.9
2329	1	0.41	0.19	0.4	0.18
2330	1	0.31	0.29	0.4	0.38
2331	1	0.33	0.12	0.55	0.34
2332	1	0.06	0.03	0.91	0.88
2333	1	0.05	0.03	0.92	0.9
2334	1	0.71	0.68	-0.39	-0.42
2335	1	0.11	0.05	0.84	0.78
2336	1	0.32	0.06	0.62	0.36
2337	1	0.8	0.04	0.16	-0.6
2338	1	0.67	0.11	0.22	-0.34
2339	1	0.97	0.12	-0.09	-0.94
2340	1	0.36	0.02	0.62	0.28
2341	1	0.76	0.67	-0.43	-0.52
2342	1	0.17	0.14	0.69	0.66
2343	1	0.08	0.05	0.87	0.84
2344	1	0.58	0.0	0.42	-0.16
2345	1	0.91	0.49	-0.4	-0.82
2346	1	0.62	0.32	0.06	-0.24
2347	1	0.33	0.28	0.39	0.34
2348	1	0.07	0.03	0.9	0.86
2349	1	0.22	0.06	0.72	0.56
2350	1	0.47	0.1	0.43	0.06
2351	1	0.11	0.01	0.88	0.78
2352	1	0.29	0.11	0.6	0.42
2353	1	0.58	0.56	-0.14	-0.16
2354	1	0.46	0.11	0.43	0.08
2355	1	0.56	0.06	0.38	-0.12
2356	1	0.33	0.33	0.34	0.34
2357	1	0.35	0.15	0.5	0.3
2358	1	0.47	0.32	0.21	0.06
2359	1	0.72	0.0	0.28	-0.44
2360	1	0.06	0.0	0.94	0.88
2361	1	0.59	0.1	0.31	-0.18
2362	1	0.68	0.1	0.22	-0.36
2363	1	0.82	0.58	-0.4	-0.64
2364	1	0.82	0.12	0.06	-0.64
2365	1	1.0	0.92	-0.92	-1.0
2366	1	0.36	0.12	0.52	0.28
2367	1	0.76	0.63	-0.39	-0.52
2368	1	0.9	0.61	-0.51	-0.8
2369	1	0.14	0.04	0.82	0.72
2370	1	0.8	0.42	-0.22	-0.6
2371	1	0.49	0.35	0.16	0.02
2372	1	0.87	0.43	-0.3	-0.74
2373	1	0.03	0.03	0.94	0.94
2374	1	0.08	0.07	0.85	0.84
2375	1	0.37	0.26	0.37	0.26
2376	1	0.73	0.36	-0.09	-0.46
2377	1	0.58	0.26	0.16	-0.16
2378	1	0.96	0.68	-0.64	-0.92
2379	1	0.68	0.09	0.23	-0.36
2380	1	0.03	0.03	0.94	0.94
2381	1	0.91	0.42	-0.33	-0.82
2382	1	0.83	0.22	-0.05	-0.66
2383	1	0.48	0.1	0.42	0.04
2384	1	0.28	0.06	0.66	0.44
2385	1	0.82	0.42	-0.24	-0.64
2386	1	0.11	0.0	0.89	0.78
2387	1	0.78	0.45	-0.23	-0.56
2388	1	0.17	0.09	0.74	0.66
2389	1	0.37	0.25	0.38	0.26
2390	1	0.71	0.29	0.0	-0.42
2391	1	0.97	0.27	-0.24	-0.94
2392	1	0.8	0.01	0.19	-0.6
2393	1	0.84	0.34	-0.18	-0.68
2394	1	0.88	0.07	0.05	-0.76
2395	1	0.52	0.44	0.04	-0.04
2396	1	0.02	0.01	0.97	0.96
2397	1	0.64	0.32	0.04	-0.28
2398	1	0.68	0.38	-0.06	-0.36
2399	1	0.88	0.18	-0.06	-0.76
2400	1	0.47	0.1	0.43	0.06
2401	1	0.93	0.44	-0.37	-0.86
2402	1	0.14	0.06	0.8	0.72
2403	1	0.95	0.12	-0.07	-0.9
2404	1	0.77	0.54	-0.31	-0.54
2405	1	0.5	0.17	0.33	0.0
2406	1	0.51	0.4	0.09	-0.02
2407	1	0.32	0.08	0.6	0.36
2408	1	0.16	0.04	0.8	0.68
2409	1	0.11	0.05	0.84	0.78
2410	1	0.83	0.63	-0.46	-0.66
2411	1	0.68	0.25	0.07	-0.36
2412	1	0.4	0.33	0.27	0.2
2413	1	0.25	0.18	0.57	0.5
2414	1	0.49	0.01	0.5	0.02
2415	1	0.06	0.05	0.89	0.88
2416	1	0.56	0.08	0.36	-0.12
2417	1	0.57	0.48	-0.05	-0.14
2418	1	0.92	0.5	-0.42	-0.84
2419	1	0.73	0.07	0.2	-0.46
2420	1	0.06	0.03	0.91	0.88
2421	1	0.85	0.56	-0.41	-0.7
2422	1	0.92	0.41	-0.33	-0.84
2423	1	0.19	0.01	0.8	0.62
2424	1	0.25	0.15	0.6	0.5
2425	1	0.78	0.39	-0.17	-0.56
2426	1	0.63	0.23	0.14	-0.26
2427	1	0.39	0.22	0.39	0.22
2428	1	0.01	0.0	0.99	0.98
2429	1	0.94	0.14	-0.08	-0.88
2430	1	0.53	0.46	0.01	-0.06
2431	1	0.61	0.15	0.24	-0.22
2432	1	0.91	0.56	-0.47	-0.82
2433	1	0.4	0.17	0.43	0.2
2434	1	0.19	0.15	0.66	0.62
2435	1	0.28	0.05	0.67	0.44
2436	1	0.61	0.45	-0.06	-0.22
2437	1	0.67	0.56	-0.23	-0.34
2438	1	0.97	0.95	-0.92	-0.94
2439	1	0.61	0.52	-0.13	-0.22
2440	1	0.39	0.18	0.43	0.22
2441	1	0.07	0.0	0.93	0.86
2442	1	0.55	0.25	0.2	-0.1
2443	1	0.64	0.2	0.16	-0.28
2444	1	0.7	0.44	-0.14	-0.4
2445	1	0.43	0.22	0.35	0.14
2446	1	0.41	0.1	0.49	0.18
2447	1	0.71	0.63	-0.34	-0.42
2448	1	0.58	0.15	0.27	-0.16
2449	1	0.46	0.04	0.5	0.08
2450	1	0.99	0.49	-0.48	-0.98
2451	1	0.27	0.0	0.73	0.46
2452	1	0.03	0.02	0.95	0.94
2453	1	0.94	0.4	-0.34	-0.88
2454	1	0.2	0.19	0.61	0.6
2455	1	0.41	0.24	0.35	0.18
2456	1	0.23	0.02	0.75	0.54
2457	1	0.51	0.39	0.1	-0.02
2458	1	0.38	0.16	0.46	0.24
2459	1	0.91	0.71	-0.62	-0.82
2460	1	0.44	0.11	0.45	0.12
2461	1	0.86	0.66	-0.52	-0.72
2462	1	0.24	0.17	0.59	0.52
2463	1	0.52	0.09	0.39	-0.04
2464	1	0.69	0.34	-0.03	-0.38
2465	1	0.81	0.47	-0.28	-0.62
2466	1	0.16	0.02	0.82	0.68
2467	1	0.72	0.46	-0.18	-0.44
2468	1	0.34	0.1	0.56	0.32
2469	1	0.99	0.82	-0.81	-0.98
2470	1	0.95	0.78	-0.73	-0.9
2471	1	0.3	0.04	0.66	0.4
2472	1	0.27	0.08	0.65	0.46
2473	1	0.15	0.15	0.7	0.7
2474	1	0.58	0.18	0.24	-0.16
2475	1	0.6	0.42	-0.02	-0.2
2476	1	0.91	0.77	-0.68	-0.82
2477	1	0.57	0.49	-0.06	-0.14
2478	1	0.81	0.62	-0.43	-0.62
2479	1	0.77	0.14	0.09	-0.54
2480	1	0.52	0.17	0.31	-0.04
2481	1	0.5	0.19	0.31	0.0
2482	1	0.81	0.0	0.19	-0.62
2483	1	0.24	0.04	0.72	0.52
2484	1	0.19	0.18	0.63	0.62
2485	1	0.9	0.44	-0.34	-0.8
2486	1	0.27	0.23	0.5	0.46
2487	1	0.42	0.39	0.19	0.16
2488	1	0.46	0.02	0.52	0.08
2489	1	0.44	0.02	0.54	0.12
2490	1	0.91	0.57	-0.48	-0.82
2491	1	0.3	0.07	0.63	0.4
2492	1	0.8	0.62	-0.42	-0.6
2493	1	0.59	0.21	0.2	-0.18
2494	1	0.21	0.17	0.62	0.58
2495	1	0.81	0.36	-0.17	-0.62
2496	1	0.21	0.07	0.72	0.58
2497	1	0.22	0.12	0.66	0.56
2498	1	0.68	0.21	0.11	-0.36
2499	1	0.63	0.21	0.16	-0.26
2500	1	0.83	0.69	-0.52	-0.66
2501	1	0.57	0.03	0.4	-0.14
2502	1	0.08	0.0	0.92	0.84
2503	1	0.07	0.02	0.91	0.86
2504	1	0.01	0.0	0.99	0.98
2505	1	0.72	0.69	-0.41	-0.44
2506	1	0.98	0.9	-0.88	-0.96
2507	1	0.04	0.0	0.96	0.92
2508	1	0.41	0.18	0.41	0.18
2509	1	0.53	0.48	-0.01	-0.06
2510	1	0.78	0.37	-0.15	-0.56
2511	1	0.72	0.36	-0.08	-0.44
2512	1	0.35	0.2	0.45	0.3
2513	1	0.44	0.12	0.44	0.12
2514	1	0.01	0.0	0.99	0.98
2515	1	0.9	0.8	-0.7	-0.8
2516	1	0.65	0.46	-0.11	-0.3
2517	1	0.27	0.21	0.52	0.46
2518	1	0.6	0.2	0.2	-0.2
2519	1	0.15	0.1	0.75	0.7
2520	1	0.89	0.47	-0.36	-0.78
2521	1	0.84	0.34	-0.18	-0.68
2522	1	0.55	0.03	0.42	-0.1
2523	1	0.72	0.36	-0.08	-0.44
2524	1	0.84	0.81	-0.65	-0.68
2525	1	0.12	0.01	0.87	0.76
2526	1	0.66	0.41	-0.07	-0.32
2527	1	0.5	0.36	0.14	0.0
2528	1	0.85	0.77	-0.62	-0.7
2529	1	0.58	0.27	0.15	-0.16
2530	1	0.6	0.11	0.29	-0.2
2531	1	0.01	0.0	0.99	0.98
2532	1	0.32	0.12	0.56	0.36
2533	1	0.32	0.04	0.64	0.36
2534	1	0.26	0.12	0.62	0.48
2535	1	0.45	0.12	0.43	0.1
2536	1	1.0	0.06	-0.06	-1.0
2537	1	0.74	0.13	0.13	-0.48
2538	1	0.58	0.48	-0.06	-0.16
2539	1	0.82	0.11	0.07	-0.64
2540	1	0.23	0.03	0.74	0.54
2541	1	0.46	0.45	0.09	0.08
2542	1	0.17	0.11	0.72	0.66
2543	1	0.66	0.53	-0.19	-0.32
2544	1	0.06	0.04	0.9	0.88
2545	1	0.23	0.03	0.74	0.54
2546	1	0.35	0.15	0.5	0.3
2547	1	0.61	0.26	0.13	-0.22
2548	1	0.06	0.03	0.91	0.88
2549	1	0.22	0.09	0.69	0.56
2550	1	0.23	0.12	0.65	0.54
2551	1	0.29	0.02	0.69	0.42
2552	1	0.71	0.21	0.08	-0.42
2553	1	0.72	0.48	-0.2	-0.44
2554	1	0.93	0.07	0.0	-0.86
2555	1	0.95	0.29	-0.24	-0.9
2556	1	0.75	0.01	0.24	-0.5
2557	1	0.24	0.18	0.58	0.52
2558	1	0.94	0.06	0.0	-0.88
2559	1	0.15	0.02	0.83	0.7
2560	1	0.41	0.03	0.56	0.18
2561	1	0.92	0.47	-0.39	-0.84
2562	1	0.22	0.07	0.71	0.56
2563	1	0.72	0.47	-0.19	-0.44
2564	1	0.23	0.21	0.56	0.54
2565	1	0.81	0.59	-0.4	-0.62
2566	1	0.29	0.17	0.54	0.42
2567	1	0.11	0.03	0.86	0.78
2568	1	0.66	0.12	0.22	-0.32
2569	1	0.52	0.18	0.3	-0.04
2570	1	0.15	0.01	0.84	0.7
2571	1	0.36	0.28	0.36	0.28
2572	1	0.95	0.94	-0.89	-0.9
2573	1	0.13	0.12	0.75	0.74
2574	1	0.86	0.43	-0.29	-0.72
2575	1	0.73	0.55	-0.28	-0.46
2576	1	0.01	0.0	0.99	0.98
2577	1	0.57	0.28	0.15	-0.14
2578	1	0.97	0.62	-0.59	-0.94
2579	1	0.01	0.0	0.99	0.98
2580	1	0.15	0.05	0.8	0.7
2581	1	0.86	0.76	-0.62	-0.72
2582	1	0.7	0.45	-0.15	-0.4
2583	1	0.76	0.01	0.23	-0.52
2584	1	0.43	0.2	0.37	0.14
2585	1	0.89	0.0	0.11	-0.78
2586	1	0.81	0.51	-0.32	-0.62
2587	1	0.53	0.3	0.17	-0.06
2588	1	0.96	0.74	-0.7	-0.92
2589	1	0.6	0.01	0.39	-0.2
2590	1	0.31	0.04	0.65	0.38
2591	1	0.68	0.21	0.11	-0.36
2592	1	0.05	0.0	0.95	0.9
2593	1	0.33	0.12	0.55	0.34
2594	1	0.76	0.72	-0.48	-0.52
2595	1	0.05	0.03	0.92	0.9
2596	1	0.56	0.19	0.25	-0.12
2597	1	0.15	0.11	0.74	0.7
2598	1	0.23	0.13	0.64	0.54
2599	1	0.17	0.15	0.68	0.66
2600	1	0.86	0.02	0.12	-0.72
2601	1	0.87	0.31	-0.18	-0.74
2602	1	0.85	0.49	-0.34	-0.7
2603	1	0.71	0.21	0.08	-0.42
2604	1	0.34	0.19	0.47	0.32
2605	1	0.26	0.2	0.54	0.48
2606	1	0.71	0.15	0.14	-0.42
2607	1	0.79	0.79	-0.58	-0.58
